Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
22025;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;009;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22026;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;014;25 - 29;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22027;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;002;40 - 44;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;01/09/2020
22028;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;011;55 - 59;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;01/09/2020
22029;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;012;18 - 24;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;01/09/2020
22030;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;016;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;01/09/2020
22031;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;002;35 - 39;Extranjera;M;2;Zona / Historia Social;;;01/09/2020
22032;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;114;40 - 44;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22033;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;111;40 - 44;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22034;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;111;18 - 24;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22035;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;122;45- 49;Extranjera;H;1;Primera Atención;;;01/09/2020
22036;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;112;80 - 84;Española;H;1;Primera Atención;;;01/09/2020
22037;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;111;70 - 74;Española;M;1;Primera Atención;;;01/09/2020
22038;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;115;45- 49;Extranjera;M;1;Primera Atención;;;01/09/2020
22039;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;55 - 59;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22040;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;013;45- 49;Española;M;1;Primera Atención;040;Desproteccion social problema salud;01/09/2020
22041;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;119;65 - 69;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22042;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;35 - 39;Extranjera;M;2;Zona / Historia Social;;;01/09/2020
22043;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;121;18 - 24;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22044;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;123;35 - 39;Española;H;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22045;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;25 - 29;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22046;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;55 - 59;Española;M;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22047;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;029;70 - 74;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22048;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;043;35 - 39;Española;H;1;Primera Atención;;;01/09/2020
22049;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;031;55 - 59;Española;H;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22050;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;035;30 - 34;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22051;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;032;45- 49;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;01/09/2020
22052;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;035;55 - 59;Extranjera;H;1;Primera Atención;;;01/09/2020
22053;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;01/09/2020
22054;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/09/2020
22055;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;098;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;01/09/2020
22056;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;057;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;01/09/2020
22057;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;111;65 - 69;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;02/09/2020
22058;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;092;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22059;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;009;60 - 64;Española;M;1;Primera Atención;050;Desprotección socio-familiar;02/09/2020
22060;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;015;18 - 24;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;02/09/2020
22061;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;008;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22062;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;013;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22063;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;038;65 - 69;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22064;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;047;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22065;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;065;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22066;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;022;25 - 29;Extranjera;M;2;Zona / Historia Social;;;02/09/2020
22067;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;141;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/09/2020
22068;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;022;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22069;79;CSS Los Yébenes;10;LATINA;05;CHAMARTÍN;0503;CIUDAD JARDIN;046;25 - 29;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;02/09/2020
22070;79;CSS Los Yébenes;10;LATINA;12;USERA ;1205;MOSCARDO;073;35 - 39;Extranjera;M;2;Zona / Historia Social;;;02/09/2020
22071;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0901;CASA DE CAMPO;006;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22072;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;108;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/09/2020
22073;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;171;30 - 34;Extranjera;M;1;Primera Atención;010;Malos Tratos;02/09/2020
22074;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;044;35 - 39;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;02/09/2020
22075;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;075;50 - 54;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;02/09/2020
22076;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;010;55 - 59;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/09/2020
22077;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;40 - 44;Española;H;2;Zona / Historia Social;;;02/09/2020
22078;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;006;50 - 54;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;02/09/2020
22079;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;023;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22080;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;017;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22081;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;009;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22082;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;007;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22083;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;02/09/2020
22084;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;012;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22085;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22086;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;015;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22087;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;016;55 - 59;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22088;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;011;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22089;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;012;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22090;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;012;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22091;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;110;60 - 64;Española;H;2;Zona / Historia Social;;;02/09/2020
22092;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;111;45- 49;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22093;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;119;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22094;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;112;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22095;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;118;80 - 84;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22096;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;114;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22097;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;120;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22098;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;114;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22099;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;114;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22100;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22101;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;058;>= 85;Española;M;2;Zona / Historia Social;;;02/09/2020
22102;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;062;50 - 54;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/09/2020
22103;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;026;80 - 84;Española;M;2;Zona / Historia Social;;;02/09/2020
22104;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;042;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22105;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;026;18 - 24;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22106;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;024;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22107;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;037;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22108;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;035;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22109;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;053;75 - 79;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22110;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;044;80 - 84;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22111;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;053;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22112;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;039;60 - 64;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22113;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22114;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;30 - 34;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22115;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;75 - 79;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22116;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22117;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;65 - 69;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/09/2020
22118;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;090;45- 49;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22119;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;094;55 - 59;Española;H;2;Zona / Historia Social;;;02/09/2020
22120;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;126;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22121;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;090;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22122;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;091;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22123;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;104;45- 49;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/09/2020
22124;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;126;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;02/09/2020
22125;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;103;50 - 54;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;02/09/2020
22126;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;094;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;02/09/2020
22127;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;061;55 - 59;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/09/2020
22128;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;003;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;02/09/2020
22129;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;090;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;02/09/2020
22130;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;027;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;03/09/2020
22131;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0204;LEGAZPI;048;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;03/09/2020
22132;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;082;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;03/09/2020
22133;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;177;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;03/09/2020
22134;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;010;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;03/09/2020
22135;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;105;25 - 29;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;03/09/2020
22136;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;022;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;03/09/2020
22137;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;002;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;03/09/2020
22138;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;076;75 - 79;Española;H;1;Primera Atención;040;Desproteccion social problema salud;03/09/2020
22139;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1606;VALDEFUENTES;128;18 - 24;Española;H;1;Primera Atención;040;Desproteccion social problema salud;03/09/2020
22140;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1006;CUATRO VIENTOS;220;30 - 34;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;03/09/2020
22141;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;201;>= 85;Española;M;2;Zona / Historia Social;;;03/09/2020
22142;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;145;30 - 34;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;03/09/2020
22143;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;055;55 - 59;Extranjera;M;2;Zona / Historia Social;;;03/09/2020
22144;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2003;AMPOSTA;031;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;03/09/2020
22145;75;CSS María Zayas;06;TETUÁN;01;CENTRO;0105;UNIVERSIDAD;116;25 - 29;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22146;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;015;60 - 64;Española;H;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22147;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;004;40 - 44;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22148;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;004;50 - 54;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22149;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;001;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;03/09/2020
22150;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;011;25 - 29;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22151;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;007;55 - 59;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22152;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;45- 49;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22153;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;80 - 84;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22154;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;004;35 - 39;Extranjera;M;1;Primera Atención;;;03/09/2020
22155;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;012;50 - 54;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22156;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;013;60 - 64;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22157;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;114;45- 49;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22158;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;03/09/2020
22159;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;119;55 - 59;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22160;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;115;30 - 34;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;03/09/2020
22161;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;45- 49;Española;H;1;Primera Atención;;;03/09/2020
22162;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;18 - 24;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22163;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;123;35 - 39;Española;H;0;CIVIS;;;03/09/2020
22164;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;122;25 - 29;Extranjera;H;0;CIVIS;050;Desprotección socio-familiar;03/09/2020
22165;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22166;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;057;45- 49;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22167;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;059;35 - 39;Extranjera;H;1;Primera Atención;;;03/09/2020
22168;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;043;35 - 39;Española;H;1;Primera Atención;;;03/09/2020
22169;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;042;75 - 79;Española;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22170;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;042;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22171;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;028;45- 49;Extranjera;M;1;Primera Atención;;;03/09/2020
22172;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;033;65 - 69;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22173;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;027;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/09/2020
22174;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;054;55 - 59;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;03/09/2020
